"","RAZZ_105_P1","RAZZ_110_P1","RAZZ_116_P1","RAZZ_127_P1","RAZZ_130_P1","RAZZ_137_P1","RAZZ_143_P1","RAZZ_157_P1","RAZZ_163_P1","RAZZ_166_P1","RAZZ_169_P1","RAZZ_199_P1","RAZZ_202_P1","RAZZ_203_P1","RAZZ_218_P1","RAZZ_223_P1","RAZZ_238_P1","RAZZ_241_P1","RAZZ_246_P1","RAZZ_247_P1","RAZZ_251_P1","RAZZ_258_P1","RAZZ_277_P1","RAZZ_287_P1","RAZZ_320_P1","RAZZ_338_P1","RAZZ_348_P1","RAZZ_352_P1","RAZZ_359_P1","RAZZ_360_P1","RAZZ_369_P1","RAZZ_379_P1","RAZZ_389_P1","RAZZ_419_P1","RAZZ_429_P1","RAZZ_447_P1","RAZZ_460_P1","RAZZ_462_P1"
"MSC",0.336176772713983,0.550787404688609,0.475611773160807,0.348561301657527,0.359178192191496,0.456961130169269,0.410440178722756,0.430584296297935,0.193159179264565,0.30817020218885,0.306774168746396,0.512722792381978,0.367931517652323,0.389197780247225,0.544029213973887,5.033317295986e-18,0.268230265307249,0.597450741455231,0.320742612301627,0.439248029122186,0.210309195585053,0.090790926354082,0.428485205130192,0.571321938989524,0.0865243512783156,0.00299524428862444,0.266318845467777,0.388400082905077,0.503160821051765,0.453780893715726,0.535857621796052,0.118714034198317,0.571554789869243,0.40423217843255,0.484945930221214,0.444803837386919,0.499070147713278,0.325599790176599
"mv Endothelial cells",2.22050411537466e-18,0,2.5854951421105e-19,0,4.43987458235001e-18,5.70005454049419e-18,8.8453185762486e-19,0,0,0,0,0,2.78110305258883e-18,0,0,1.0538003464994e-18,0,0,2.04839211118449e-18,0,3.85879042068982e-18,1.26328014083753e-18,0,0.00349298681301788,0,9.05949765812692e-19,9.09468267795193e-19,0,1.62069044453102e-19,1.09639239482785e-18,5.84264981631403e-18,4.1545537260345e-18,0,0,0,0,0,2.0792282265919e-19
"Myocytes",4.17217428385755e-19,2.15169866788252e-19,0.0036121809643259,0,0.016730201057604,0.0023673254305496,0.00148597821091737,0.0098868854836942,0.0126439860285755,0,0,8.37171660616052e-20,0.00180806560524025,0.000878213923772582,0.000180463739831801,0.0310230793889366,1.9336586752124e-18,1.98897768783045e-18,9.38208524306727e-06,0,0,0,0.00154570249936972,0.0036439819050265,0,5.69010921835597e-18,0.00834974621507677,0.00062652602538864,0.00183965571278413,0.00486810777033967,5.2927717817498e-18,0.0333585693569401,0.000101350764525221,0.00143545654689427,0,0,3.51399072499116e-20,0.00185732195893327
"naive B-cells",0.0668510508606368,0.0646074080010963,0.0476897523689561,0.0556174994242196,0.0228820139211538,0.0455430440671028,0.0202417271684325,0.0144922256166149,0.043653820565008,9.61476513274034e-18,0.0233353185597638,0.0375853448601117,0.0796518491145333,0.0867117045242181,0.0726956333953278,0,0.0262267046718994,0.0500314082887849,0.035678233237642,0.046048298207025,0.00974559027075575,0.0455677754563509,4.70267718334069e-18,0.110710379329676,0.0106228219199061,0,0.0349944837451943,0.0341079300826584,0.0785044991399305,0.0638890139576782,0.0649899223133101,8.75741731425715e-19,0.0804276585641223,0.0683027829660927,0.0611992830700128,4.49048799172913e-18,0.0482298630122357,0.0774388197274873
"Neurons",0,0,0.000369465973310674,0.00140720983060317,0.00789039124383712,0,0,0,2.69788890201322e-20,0.00454775141006453,0.000196488598748502,0.00129755196155086,0,0.000549892947183346,5.81474005103388e-05,0.0103245405697785,0,0,0,0.00037810371744845,0.00438297027036415,0.000673401020123213,0,0,0.00570924851084659,0.00790766045962239,0,0,0.000656192095755794,0,0,0.0126506555018075,0,0,0.000184398411578709,0.000680767757804661,7.04859281855299e-05,0
"Neutrophils",0,2.41991539879724e-18,7.3426545127104e-19,0.00827731510534089,0.00865076650431122,0.0123142259184231,0,0,0.0514405877469662,5.5695110381676e-19,0.000648517243839742,0.00250167600103572,0.00845493981118139,4.95384422311165e-21,3.72548958414503e-19,3.68530908484289e-18,2.43604442606084e-18,0,0,0,0,0.0550762928118384,1.16819930236982e-20,0.00722307648866952,0.0370586296513453,0,4.81971808939713e-19,1.06997076670257e-18,1.65358027013989e-18,0.0117353592537663,0,0.0479505225115274,7.55607428877959e-19,0,0,6.24209213323624e-19,1.91425399911336e-18,6.00655859791987e-18
"NK cells",0.0869806960414527,0.158339145718636,0.15952676053106,0.0833515055233865,0,0.0313774530661032,0.0709810079893528,0.110117967900633,0.0173076271048806,1.75923707119621e-17,0.119335310680091,0.0962410161909658,0.125891387677156,0.0759170663322119,0.00927694921850106,0,0.114339115095249,0.12847258986906,0.117449151012385,0.162781715364749,0.0905302326733616,4.39353710601969e-18,0.104763077222992,0.140326974745582,0.0123736171369962,8.51341520677683e-18,0.116900403952643,0.129090386383041,0.12073570557569,0.11840119341007,0,7.2948929623799e-18,0.16645510740835,0.106032044341977,0.0655930336322483,0.137156774085017,0.0793239981293962,0.127241364407194
"NKT",0.0611992990596741,0.130288618049626,0.0700297160882719,0.135685172442726,0.136534304801044,0.145235353108984,0.157922480049146,0.10535732042214,0.366476033458135,0.18842874166913,0.0922045806834506,0.0875969352469538,0.227604709613554,0.181834660226216,0.234685515720187,0,0.153700087036228,0.0771926285357676,0.0934408219273089,0.106831397536678,1.74004706889895e-18,0.0205357062623241,0.125393758254875,0.230069603254231,0.0419190369023199,0.18327528025684,0.151089444007664,0.112745761726957,0.133127936517237,0.153566790413625,0.210722251997345,0.0486944418030379,0.116181923314492,0.128754412822845,0.109842149340216,0.174750764688888,0.121332956441281,0.0980760411638382
"Osteoblast",0.22836187659843,0.211422926952708,0.244631493005178,0.247110904351539,0.0262121866825574,0.216721960134687,0.0445723749417004,0.0579471561106843,0.197095508879981,0.143465916882998,0.245127257539184,0.161947758862459,0.225069116077863,0.202060576437031,0.181598497643818,0.0365096760576861,0.202851575905463,0.190017660795255,0.213669061589036,0.242073177752252,0.0611314500892479,0.240946067260001,0.242269557405113,0.165618937110023,1.99449315633863e-17,0.0478475270073127,0.188216054751912,0.216715293996148,0.252691355995135,0.21778167318955,0.140953207186153,0.00486635251275741,0.194542610739131,0.268514350635793,0.193359341786299,0.257821239670713,0.173155535644704,0.223671962739417
"pDC",0.019937604360859,0.099297513643542,0.0284294906367196,0.0620673141148808,2.00759984989935e-18,0.0100521112280189,0.0906738799288855,0.0110304219469108,0.0327913851724844,0,0.00846806960503109,0.0197492687159893,0.0509822687325407,0.0236010243980485,0.0360601283112688,0,0.0279864879546655,0.0736103068286359,0.0342167814773578,0.000464172925897687,0,0,0.0293189846250626,0.0264277820628198,8.46869565210281e-18,1.05077496974939e-17,0.0249344122391957,0.0168969872825576,0.0252421659300436,0.0176004722050828,4.51587229375562e-19,0,0.0218493085377266,0.00386606859334968,0.0368632914478161,0.0574192039614215,0.0112877077073429,0.0206720401981057
"Pericytes",0.0156071530644757,5.65402348287485e-19,0,0.0586347117998836,0.0928879673400002,2.26422264525389e-18,0.0375074438762801,0,0.048480019317262,0.0457503317658237,1.2675836386047e-17,0.016893004282088,0.0122585010030443,0.0719429154069623,0.0706941170455913,0.00511271470631666,0.0170799475786104,0.0561946523342514,0.0427807797761793,0.0667597085723956,0,0.0317148044239628,0.0757781326137122,0.0670629522064105,4.82424591733538e-18,0.0295659362928241,0.0272089691961198,0,0.050403441288478,0.0396647298606915,0.0774331356784331,1.2418920071943e-18,0.00817564570321611,0.0188264737496829,0.0470021662438295,0.0545086057049325,0.0184107589088455,0.0212051469054833
"Plasma cells",0.0114179603598135,0.0399951025616331,0.0215572218154206,0.00937517115243318,6.7190406544517e-19,0.0339968797383752,0,7.0540649604634e-21,0.0172332287533923,0,0.0088022281766424,0.00533771125238762,0.0386416325646425,0.0161126818017857,0.0167807788124511,0,0.0149109380174712,0.0236362500931593,0.0104588459684521,0.0283856691912418,0.00592969959241992,4.8452022706445e-19,0.0145019576474075,0.0283973146773414,6.2755639153541e-18,0,0.00603924297310408,0.0265319270184555,0.0248928673125671,0.0239211372244381,0.0162015294779306,0,0.0218313296131464,0.0259421517292438,0.0266131601596419,0.00560969931175044,0.0103328124046081,0.0454665714192427
"Platelets",0.0743468451479481,0.0356859296698239,0.0141830557446981,0.00703560575976517,0.158850550093052,5.29956292757934e-19,0.137246977491757,0.0503852039335944,0.0503152058940579,0.108828654343296,5.65627050369313e-19,0.0174826641193604,4.00563328168667e-20,0.010460743772753,0.00953156936551721,0.168372418697218,0.083507717441428,0.0280196108079966,0.0566995500400277,0,0.181305177681526,0.14969542414964,0.00979382500444378,0,0.0544417261374718,0.0979025835564201,0.0450458078008106,0.0119810338040953,0.00965231338842268,0.0133739921106023,0.114300943566075,0.0404861315888799,0.00431993387655265,0,0.0220144937515427,0.0154993301673435,0.00243366238648461,0.0230163581222721
"Preadipocytes",1.54343036107033e-18,1.51393925390093e-18,0,0.0120576158176588,0,2.4658141424504e-18,2.23344529020654e-19,1.36667949185768e-17,0.0367372733816381,0,0.0127825276510354,4.83514096736943e-18,0.0132895249313468,0.0087162859912236,0,0,0.0124620100142369,0,9.59706221803478e-20,5.66164142877401e-18,0.102199921872932,0.225794847419439,1.785279890977e-19,0,2.67841352942253e-17,0,0.0246882181884955,0.010710195275508,1.08377560619698e-17,3.1252686985428e-18,2.05546205696184e-18,0.10595895357561,5.69034755516416e-18,0.00653622706218689,0,2.3324686105597e-19,0.0214149422128678,0.0469126034621493
"pro B-cells",6.00645070738109e-19,0,1.00986878767978e-18,0,3.81137878883313e-17,9.04539726120553e-19,5.24958697430176e-18,8.81489347792098e-20,0,0,6.22687759360892e-18,6.01606565399194e-19,0,1.0258248645078e-17,4.45939856266238e-18,6.53971694896548e-17,0,0,2.9919138470076e-18,0,2.99696638438404e-18,0,0,0.00605657153547645,0,8.49205479079458e-18,3.13993319983897e-18,0,4.82069794486008e-18,0,1.39228958714573e-17,0.036407952041774,0,1.59702045891955e-18,0,8.40863079095364e-19,0,0.000714171737677344
"Sebocytes",1.76372655179116e-20,0,0,0,4.6427735067056e-19,4.90288568501103e-21,0,0,3.849863124954e-20,0,0,0,0,0,0,0,0,0,0,0,1.13187584553008e-05,0,1.0479371973778e-21,0.000803740033683753,1.0842021724855e-19,0,0,0,1.66942946976248e-20,0,4.93916636363509e-05,0,1.59597244150899e-19,0,0,0,0,0
"Skeletal muscle",0,0,6.07013700948086e-19,1.78707897814744e-19,2.01186087268361e-19,3.15203569386505e-18,3.5748436944085e-18,1.52482882212638e-17,0,0,0,6.10835772026077e-19,3.77617417249365e-18,0,4.19967435774996e-18,0,1.16697143846698e-18,3.3161826618714e-18,0,1.11323542526749e-18,0,0,1.15428321491893e-19,3.04214164835855e-18,0,0,0,0,2.7174241918773e-18,0,1.45626445473591e-17,0.00141059502845695,1.26763074266171e-17,3.15678353351735e-18,9.18423872123795e-18,0,0,1.83724415396244e-18
"Smooth muscle",0.10665342116775,0.0474475188589674,0.00856913698323768,0.0343235830065421,0,0.0504942395825294,0,0,0.137609192309681,8.80757793148412e-18,0.195970703905544,0.00718768268138853,0.0561757455908656,0.0662491835059469,1.34830808993968e-18,0.222593017945483,0.118622236695893,1.64773945537536e-17,0,0.00031811078898402,0.0896041560980928,0.240321929552333,1.13992120151659e-18,0,0.114824231624362,0.159024047696362,0.174096521403023,0.127357603938777,1.98639124698861e-18,2.91170403565863e-17,9.17554289973433e-19,0,9.5401986409339e-19,2.80023941684674e-19,3.8784927435716e-17,0,0.0596528506678553,0.135720313669747
"Tgd cells",0,1.15985748775811e-18,0,3.50892740392099e-17,0,0,0,1.81167252718903e-17,4.93654779542589e-18,0,0,0,6.0003736445438e-18,3.90661542049406e-18,0,1.07700240898356e-17,0,3.88107734748977e-17,0,1.48121230876679e-18,0.00536944975749259,7.31243074999059e-18,0,0,0,0,0,4.2685581551259e-18,0,2.49426586430277e-17,0,2.65275958123395e-18,0,0,0,0,0,0
"Th1 cells",0.371550846731808,0.345371843863322,0.250636073570794,0.249486280670978,0.0898024592143057,0.338739148016805,0.234162091690386,0.155778831431752,0.216397302946254,0.242397686515653,0.362675545195646,0.278018106646745,0.3149554607693,0.262493583126716,0.20512292700359,0.0181898840158804,0.261546862708635,0.380202123139787,0.238919218403898,0.331368873338735,0.0182694769956863,0.0810306617903718,0.326541934412597,0.140835581067304,0.0172946429594109,0.0649442324062026,0.325527327885107,0.374388136351791,0.282621230977699,0.219946623646384,0.128874258859789,1.12595148860775e-17,0.349037209758423,0.331590075938935,0.293674328655773,0.332891911572138,0.27799337373848,0.335411692325988
"Th2 cells",2.29093122774221e-18,0,0,3.00132592062175e-17,0,1.28760383518683e-17,0,0,7.76147372957238e-19,0,1.4040805517248e-17,2.03111353447246e-17,2.48454621110566e-18,2.45237526669902e-17,0,4.8943524635399e-18,9.54866824661423e-18,0,0,0,0,0,2.55942954423422e-17,0,0,0,2.91364508384684e-18,1.73036897194539e-17,0,0,7.48972019842084e-18,0.0956009023938151,0,0,0,0,0,0
"Tregs",0.0143098393204965,1.51776396278548e-17,0,0.0209015860879638,3.88353871293234e-19,0.0277577809239148,1.8540984268628e-17,0.0155153998052467,3.77512811977019e-19,0,0.0376796771819047,0.0345269982283992,0.0250096099501249,0.0441920118869149,0,0.00542508273205539,0.0029894763092544,0.0234849991787877,0,3.56971397101115e-18,0,0,0.0403890124116863,0,1.71446152562375e-19,3.43790019299685e-22,0.0689198012283362,0,0.000552660891192766,0.0183708655107861,0,2.10550535901889e-18,0.0202106099074295,0.0431004698453681,0,3.10744678434921e-20,0,0.00657284792648739
